State,State Code,Local Government,LGA Code,Ward,Ward Code,Polling Unit,PU Code,Full Polling Unit Code,Senatorial District,House of Representatives
Ogun,27,Abeokuta South,02,Ibara I,14,Odemo Junction Near C.A.C Church Saraki,025,27/02/14/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Omowe Phase Ii Saraki,026,27/02/14/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Cele Irapada Surulere Saraki,027,27/02/14/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space Beind Christ Legacy School, Alawaye Saraki",028,27/02/14/028,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Total Child Onikolobo,029,27/02/14/029,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space At Fan Milk Panseke, Onikoko",030,27/02/14/030,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space, First Gate Lipede Estate, Onikoko",031,27/02/14/031,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space Behind New Spring Rose School, Quarry",032,27/02/14/032,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space, Old Savannah Bank Quarry",033,27/02/14/033,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Opp. Abdul-Azeez Mosque Kuforiji Junction, Adigbe",034,27/02/14/034,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Iyana Vulcanizer Near Ajegunle Central Mosque Adigbe,035,27/02/14/035,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Araromi Junction Beside Navy Sch.,036,27/02/14/036,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Ifamodupe Street Saraki,037,27/02/14/037,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Baba Asiko Street Saraki,038,27/02/14/038,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Green Land'S Academy School,039,27/02/14/039,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Near Idi Isin Ibara I,001,27/02/15/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Near Idi Isin Ibara Ii,002,27/02/15/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Near Oke Ipa Ijeja,003,27/02/15/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Old Ijeja High School,004,27/02/15/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,St. Andrew Pry School Ibara,005,27/02/15/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Near Bus-Stop  Ita Eko,006,27/02/15/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space At Ogundimu Surulere At Ita-Eko,007,27/02/15/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,St. Annes Pry Sch. Oke-Ilewo,008,27/02/15/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Opp. Old Ogun State Library,009,27/02/15/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Near Maternity Centre Oke-Ilewo,010,27/02/15/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,G.R.A. Sports Field I,011,27/02/15/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,G.R.A. Sports Field  Ii,012,27/02/15/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Near Bus-Stop At Omida I,013,27/02/15/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Near Bus-Stop At Omida Ii,014,27/02/15/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Near Fidelity, Ibara",015,27/02/15/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space At Oluro Compound,016,27/02/15/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space In Front Of Ogbc,017,27/02/15/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Opp. Oloke Village , Ibara Housing Estate",018,27/02/15/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Oke Joga Hall Behind Airtel Office Oke-Ilewo,019,27/02/15/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Beside Justrite, Ijeja",020,27/02/15/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space P&P Bakery, Ita-Eko",021,27/02/15/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Opp. Oluwo Square Ita-Eko,022,27/02/15/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Near Ogboni'S House Oke Masho Omida,023,27/02/15/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Beside Borehole Ita-Ogboni, Ijeja",024,27/02/15/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Behind Polaris Bank Oke-Ilewo,025,27/02/15/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Opp. Mao Filling Station Ijeja,026,27/02/15/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Oke-Ola Mosque Beside Bridge, Idi Ishin",027,27/02/15/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space At Oke Masho Oke-Ilewo,028,27/02/15/028,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Behind Continental Suite, Oke-Ilewo",029,27/02/15/029,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,Open Space Abobajio Street Ita-Eko,030,27/02/15/030,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara Ii,15,"Open Space Behind Transformer,Surulere Ita Eko",031,27/02/15/031,Ogun Central,Abeokuta South
Ogun,27,Ado Odo-Ota,03,Ota I,01,C.M.S  Ipate I,001,27/03/01/001,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,C.M.S  Ipate Ii,002,27/03/01/002,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Iyedi - Titun,003,27/03/01/003,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Ita Odo-Osi Mosque,004,27/03/01/004,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Mabodu Square,005,27/03/01/005,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Front Of Omoayo,006,27/03/01/006,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Olota'S Palace I,007,27/03/01/007,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Olota'S Palace Ii,008,27/03/01/008,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Tigbo Square,009,27/03/01/009,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Near Ahmadiya Mosque,010,27/03/01/010,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Okede Square,011,27/03/01/011,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Dosunmu'S House,012,27/03/01/012,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Ita Otun Ijagba,013,27/03/01/013,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Abebi,014,27/03/01/014,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Mapa Quarters,015,27/03/01/015,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Front Of Ojo'S House,016,27/03/01/016,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Front Of Lawal'S House,017,27/03/01/017,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Front Of Local Government Qtrs,018,27/03/01/018,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Wao Junction, Olosun",019,27/03/01/019,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Olorunsogo, Olosun",020,27/03/01/020,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Ilupeju Olosun Town Hall Idota, Ota",021,27/03/01/021,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Beside Transformer, Ayetuntun Idota Tuntun, Ota",022,27/03/01/022,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Idi Agbalumo Junction , Itele Road, Ota",023,27/03/01/023,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Beside Transformer Akeja Road, Oladitan Street",024,27/03/01/024,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Open Space At Ibi Ori Danisi Junction Iyedi Tuntun,025,27/03/01/025,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Beside Transformer At Fadunsi Tinuola Street Iyanru,026,27/03/01/026,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Beside Transformer At Harmony Estate Ilupewo,027,27/03/01/027,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Opposite Cemetary, Akogun Bus Stop. Itele Road",028,27/03/01/028,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Open Space At Golden Estate Junction Ijagba,029,27/03/01/029,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Open Space At Baale Bus-Stop Ijagba,030,27/03/01/030,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Old Agbado Rd, By Ilerioluwa Junction Eledi Atala",031,27/03/01/031,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,Open Space Beside Transformer At Oyewumi Str. Doctor Bus Stop Idota,032,27/03/01/032,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Transformer, Near Ccc Irewolede Olosun",033,27/03/01/033,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Transformer At Upright Foundation Street,Olosun",034,27/03/01/034,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Harmony Street, Love Estate,Idota Titun, Ota",035,27/03/01/035,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Ijagba Roundabout, Ijagba",036,27/03/01/036,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Transformer, Kafidupe Junction,Ijagba",037,27/03/01/037,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Etiko Asanbe Street, Araromi, Abebi",038,27/03/01/038,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Ajegunle Junction,Harima Junction,Ikola Road, Ota",039,27/03/01/039,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"In Front Of Transformer At College Road,Eledi Atala Town",040,27/03/01/040,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Old Osuke Road Junction,Eleedi Atala",041,27/03/01/041,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Mayowa Street, Second Avenue Junction	, Eledi Atala",042,27/03/01/042,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Community Hall, Ifelodun Onigbodo, Eledi Atala",043,27/03/01/043,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Transformer, Anointed Junction, Eledi Atala",044,27/03/01/044,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Onigbin Bus-Stop, Isele",045,27/03/01/045,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Second Transformer,Ijagba",046,27/03/01/046,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Transformer At God'S Town Avenue, Alubarika Junction, Eledi Atala",047,27/03/01/047,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space Beside Maria Subulade Junction, Sesan Dosunmu, Eledi Atala",048,27/03/01/048,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Alafia Street, Near Morikaz Sebil Najat , Idota",049,27/03/01/049,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Three Crown Busstop, Itele Road.",050,27/03/01/050,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Openspace At New Ifesowapo Street/ Owolabi Street Junction, Idota Titun",051,27/03/01/051,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota I,01,"Open Space At Adun Aye/Kayode Babatunde Street, Idota",052,27/03/01/052,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Zion Meth School,001,27/03/02/001,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Near Deeper Life,002,27/03/02/002,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Ewupe/Road Iyana Ilogbo,003,27/03/02/003,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Iganmode Grammar School,004,27/03/02/004,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Papa Aro,005,27/03/02/005,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Oba T.T. Dada Market I,006,27/03/02/006,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Oba T.T. Dada Market Ii,007,27/03/02/007,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Front Of Egungun House I,008,27/03/02/008,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Front Of Egungun House Ii,009,27/03/02/009,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Esa Night Market I,010,27/03/02/010,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Esa Night Market Ii,011,27/03/02/011,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Borehole,012,27/03/02/012,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Opposite U.B.A.,013,27/03/02/013,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space At Obasanjo Bus-Stop, Ota",014,27/03/02/014,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space  At Ambassador Street, By Mobil Filling Station, Ota",015,27/03/02/015,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space Opp Olivia Filling Station Obasanjo  Road, Onipanu",016,27/03/02/016,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Cele 1 Afobaje Ota,017,27/03/02/017,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,In Front Of Transformer Opp Opeola Store Progress Estate Afobaje,018,27/03/02/018,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Fowobi Junction Beside Enyo Filling Station,019,27/03/02/019,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Adimula Street Ogotedo Estate,020,27/03/02/020,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Adako Estate Junction Opp Unique Estate,021,27/03/02/021,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At John Shobola Junction Oloko Ota,022,27/03/02/022,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Fakile Junction Opp Oloko Ota,023,27/03/02/023,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space At Ajisafe Close Junction, Opp Shams-Ud-Deen Olorun Wa Mosque Wahidan",024,27/03/02/024,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space At Oko Baale Junction, Opp New Goshen Cda, Ota",025,27/03/02/025,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Ire Akari Junction Royal Diamond Pharmacy,026,27/03/02/026,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Alasia Junction Alasia Coca Cola Road Ota,027,27/03/02/027,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Fajuyi Junction By Bayo Block Ota,028,27/03/02/028,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Olurin Junction Off Coca Cola Ota,029,27/03/02/029,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space At Oriade Junction Behind So Filling Station, Oju Ore",030,27/03/02/030,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Ifesowapo Junction Papa Aro Road Ota,031,27/03/02/031,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Sunshine Cda Junction Wahidan Ota,032,27/03/02/032,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space At Abdul Jabar Street Junction Otitolere Ota,033,27/03/02/033,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Afobaje Community Primary School, Afobaje",034,27/03/02/034,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Baba Junction, Beside Transformer, Market Street, Afobaje.",035,27/03/02/035,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Beside Transformer, Nice Estate, Ariyo Junction.",036,27/03/02/036,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Oloko Junction, Powerline",037,27/03/02/037,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Community High School, Oko-Baale",038,27/03/02/038,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Primary Healthcare Center, Ilogbo Road. (Open Space)",039,27/03/02/039,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Bayo Blocks Junction, Oju-Ore Ota",040,27/03/02/040,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Abe Igi Ewupe Junction, Good Shepherd (Open Space)",041,27/03/02/041,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Baby O Junction, By Transformer, Oju-Ore",042,27/03/02/042,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Ojugbele Junction, Off Mefun, Oju-Ore, Ota",043,27/03/02/043,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space Ita Mefun, Oju-Ore, Ota",044,27/03/02/044,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Public Borehole (Open Space), Ita Oruba, Oju Ore  Ota",045,27/03/02/045,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space, Ago  Igbira Junction, Oju-Ore, Ota",046,27/03/02/046,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space, Ilusata, Adigarawa, Oju-Ore, Ota.",047,27/03/02/047,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space At Iganmode Grammar School, Ota Ii",048,27/03/02/048,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space Beside Transformer,Baba Alayo Junction,Kuri, Awurela Road Ota",049,27/03/02/049,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space Beside Tanito Junction, Love All Afobaje Ota",050,27/03/02/050,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,Open Space Beside Transformer Wahidan Junction Ota,051,27/03/02/051,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Ii,02,"Open Space Beside Transformer, Isale Wahidan, Ota.",052,27/03/02/052,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Idi Orogbo I,001,27/03/03/001,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,St. Peter'S R.C.M.,002,27/03/03/002,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Oju Popo,003,27/03/03/003,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Old Motor Park I,004,27/03/03/004,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Old Motor Park Ii,005,27/03/03/005,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,A.U.D. Pract School I,006,27/03/03/006,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Modern School Road,007,27/03/03/007,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Gra / Tomori,008,27/03/03/008,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Oke-Suna,009,27/03/03/009,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ilo /Awela,010,27/03/03/010,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ibraheem Street,011,27/03/03/011,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ibraheem Olorungbebe,012,27/03/03/012,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Near Ebodina Store,013,27/03/03/013,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Near Asela'S House,014,27/03/03/014,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ejigbo Titun I,015,27/03/03/015,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Back Of Wema  Bank,016,27/03/03/016,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Near Education Authority,017,27/03/03/017,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Toll Gate,018,27/03/03/018,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Shopping Centre,019,27/03/03/019,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Gra Akinwunmi,020,27/03/03/020,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,"O.L.G School I,   Ketere",021,27/03/03/021,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Funmec,022,27/03/03/022,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Behind Joju Hotel,023,27/03/03/023,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Deeper Life Araromi,024,27/03/03/024,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Chief Deinde'S House,025,27/03/03/025,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ipamesan,026,27/03/03/026,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,C & S Igbala,027,27/03/03/027,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,L.G School Ii,028,27/03/03/028,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,T.T Dadaâ€™S Palace,029,27/03/03/029,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Near Oyetayo'S House,030,27/03/03/030,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Idi-Orogbo Ii,031,27/03/03/031,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Ejigbo Titun Ii,032,27/03/03/032,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Abebi New Site,033,27/03/03/033,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,A.U.D Practising Sch. Ii,034,27/03/03/034,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,Allishiba Street,035,27/03/03/035,Ogun West,Ado-Odo/Ota
Ogun,27,Ado Odo-Ota,03,Ota Iii,03,"Open Space At Anu Oluwapo Street, Opposite Oluwatosin Mosque, Amodu Giwa Estate, Ota.",036,27/03/03/036,Ogun West,Ado-Odo/Ota
