State,State Code,Local Government,LGA Code,Ward,Ward Code,Polling Unit,PU Code,Full Polling Unit Code,Senatorial District,House of Representatives
Ogun,27,Odogbolu,17,Aiyepe,06,"St. Paul School, Eyinwa",006,27/17/06/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Market Square, Aba Aiyepe",007,27/17/06/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,Frontage Bada House Agbowa Road,008,27/17/06/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Open Space, Odo Ayeluja, Aba, Aiyepe",009,27/17/06/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Aiyepe Community Grammar School, Aiyepe",010,27/17/06/010,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Open Space T-Junction Old Sagamu / Agbowa Road, Aiyepe",011,27/17/06/011,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Open Space Back Of Sawmill, Aiyepe",012,27/17/06/012,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Aiyepe Comprehensive High School, Aiyepe",013,27/17/06/013,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Aiyepe,06,"Open Space Barumi Junction Olowoporoku Street, Aba , Aiyepe",014,27/17/06/014,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Obalufon Idomowo  Square, Ososa",001,27/17/07/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Catholic Sch. Ososa,002,27/17/07/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Ososa Town Hall,003,27/17/07/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Ososa Market/Dispensary,004,27/17/07/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Opposite Ijoku Mosque Ososa,005,27/17/07/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,St. John School Ososa,006,27/17/07/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Sabo Market,007,27/17/07/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,Obu Obasa Square Ososa,008,27/17/07/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Moslem Primary School, Ososa",009,27/17/07/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Open Space Oke Esin Square, Ososa",010,27/17/07/010,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Osalakoye Square, Ososa",011,27/17/07/011,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Police Station, Ososa",012,27/17/07/012,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Open Space Odoowa Square, Ososa",013,27/17/07/013,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ososa,07,"Open Space Oremeji Close, Ososa",014,27/17/07/014,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,Town Hall (Idowa Front),001,27/17/08/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,"Iloye Maternity, Idowa",002,27/17/08/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,"Town Hall, Idowa (Back)",003,27/17/08/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,Opp. Chief Olu Adebanjo'S House (Booth),004,27/17/08/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,"Open Space Adebayo Market, Idowa",005,27/17/08/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,Comprehensive High Sch. Idowa,006,27/17/08/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,"General Hospital, Idowa",007,27/17/08/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Idowa,08,"Open Space Police Barrack Iloye, Idowa",008,27/17/08/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Araromi Ibefun Water Works,001,27/17/09/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,"Owode Quarters, (Frontage) Osipitan'S House) Ibefun",002,27/17/09/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Catholic Pry. Sch. Ibefun,003,27/17/09/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Oketun Ibefun,004,27/17/09/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,"Frontage Of Maternity Centre, (Isale Ibefun)",005,27/17/09/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Market Square Ibefun,006,27/17/09/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Ansar-Ud-Deen Pry. Sch. Ibefun,007,27/17/09/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,Police Post Oreta,008,27/17/09/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ibefun,09,"Morning Market Square, Isale Ibefun",009,27/17/09/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,Infornt Of Ilado Social Club Sibadewa Ilado,001,27/17/10/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,"St. Luke Pry. School Imodi, Ijasi",002,27/17/10/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,Odonselu Market,003,27/17/10/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,Aba Tiwa/Aba Soobo,004,27/17/10/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,Akio,005,27/17/10/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,"St John Anglican Pry Sch, Ilado",006,27/17/10/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ilado,10,Town Hall Imodi-Ijasi,007,27/17/10/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Imoru, Opposite Imoru Church",001,27/17/11/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Mobalufon Town Hall,002,27/17/11/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Adefisan,003,27/17/11/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Atiba, St. James Pry. Sch. Atiba",004,27/17/11/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Town Hall, Egbe",005,27/17/11/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,United Pry. Sch. Oke Owa,006,27/17/11/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Opposite Odo Epo Church,007,27/17/11/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Imagbon Station,008,27/17/11/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Federal Housing Estate Ikoto,009,27/17/11/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Infront Of Bale House, Latogun",010,27/17/11/010,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Infront Of Olu Of Oregu'S House Araromi Oregun,011,27/17/11/011,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Market Square, Imaka",012,27/17/11/012,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Opposite Church, Emuren",013,27/17/11/013,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Lumodan Imagbon,014,27/17/11/014,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"O'Dua Comp. High School, Imoru",015,27/17/11/015,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Open Space Isope Square Mobalufon,016,27/17/11/016,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Open Space Mobalufon West Moraika,017,27/17/11/017,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Adefisan Market,018,27/17/11/018,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,Moslem Pry Sch. Itanrin,019,27/17/11/019,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Atiba Town Hall Square, Atiba",020,27/17/11/020,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Open Space Power Line, Atiba",021,27/17/11/021,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Open Space Ibagba Square, Egbe",022,27/17/11/022,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Open Space Eyinfun Square, Egbe",023,27/17/11/023,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Holy Trinity Health Centre ,Ikoto",024,27/17/11/024,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Open Space Ogunlade Estate Junction, Oke Owa",025,27/17/11/025,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"St Joseph Catholic Pry Sch. F.H. Estate, Ikoto",026,27/17/11/026,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"St James Pry. School, Latogun",027,27/17/11/027,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita-Epo I,11,"Open Space T-Junction Ogunyemi Street, Oregun",028,27/17/11/028,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,"Opposite Aluko Mosque, Aka",001,27/17/12/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,"Town Hall Ala, Front",002,27/17/12/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,"Frontage Maternity, Ilofa/Iwaye Igbile",003,27/17/12/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,Sifolu/Owode Igbile,004,27/17/12/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,Infront Of Olorilu'S House Oke-Orundun,005,27/17/12/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,Araromi Square Ala,006,27/17/12/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ala/Igbile,12,"Town Hall, All Back",007,27/17/12/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Jobore/Ibido/Ikise,13,"St. Michael Pry. School, Jobore",001,27/17/13/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Jobore/Ibido/Ikise,13,"Olorunsogo Town Hall, Ibido",002,27/17/13/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Jobore/Ibido/Ikise,13,"Frontage James House, Ikise",003,27/17/13/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Jobore/Ibido/Ikise,13,"Town Hall, Jobore",004,27/17/13/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Z.I. Pry. School Oke, Oyinbo Omu",001,27/17/14/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"U.N.A. Pry. School, Omu",002,27/17/14/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Saint Paul School, Omu",003,27/17/14/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Opposite Mota Mosque, Omu",004,27/17/14/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Frontage Olisa House, Omu",005,27/17/14/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,Opposite Irete Mosque,006,27/17/14/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Beside Ita Ale Market, Omu",007,27/17/14/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Frontage Ogunlana House, Degorunse",008,27/17/14/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Igbodile/Ayegbami, Omu",009,27/17/14/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Frontage Onaniyi'S House, Omu",010,27/17/14/010,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Z.I  Primary School, Omu",011,27/17/14/011,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Omu,14,"Ifesowapo Daily Retail Market, Erebe",012,27/17/14/012,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Imaweje Town Hall,001,27/17/15/001,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Opposite Church, Idagbo",002,27/17/15/002,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Opposite Ibido, Ogbo Church",003,27/17/15/003,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Tasce Ijagun Bus-Stop,004,27/17/15/004,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Isanya Ogbo Maternity,005,27/17/15/005,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Market Square Okelamuren,006,27/17/15/006,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Abapawa,007,27/17/15/007,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Araromi United Pry. School, Imaweje",008,27/17/15/008,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Open Space Opp. Transformer, Imaweje",009,27/17/15/009,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Town Hall,  Ijele",010,27/17/15/010,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,"Town Hall ,Ilupeju",011,27/17/15/011,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Open Space Odo Agamegi,012,27/17/15/012,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Odogbolu,17,Ogbo/Moraika/Ita Epo Ii,15,Town Hall Ikofa,013,27/17/15/013,Ogun East,Ijebu Ode /Odogbolu /Ijebu North East
Ogun,27,Ogun Water Side,18,Iwopin,01,"L.G. School, Iwopin",001,27/18/01/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"St. Mary'S Pry. School, Oloju Meta",002,27/18/01/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"Fisheries Office, Ehindi",003,27/18/01/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"L.G. School, Imosiri",004,27/18/01/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,Ebute Ilamo Square,005,27/18/01/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"I.P.R.C. Pry. School, Iwopin",006,27/18/01/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"L.G. School, Imekre",007,27/18/01/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"Town Ahll, Iwopin",008,27/18/01/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"St Peter'S Anglican Pry School, Iwopin",009,27/18/01/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"Open Space At Korede Market, Iwopin",010,27/18/01/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,Community Primary School Aiyegbami,011,27/18/01/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,"St. Kizito High School, Iwopin",012,27/18/01/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Iwopin,01,Old L.G Dispensary Health Centre,013,27/18/01/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"L.G Sch, Oni I",001,27/18/02/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,L.G Sch. Oni Ii,002,27/18/02/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"St Peter'S Pry Sch, Ologbun",003,27/18/02/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"L.G Sch, Akila",004,27/18/02/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,Orita Omo Square,005,27/18/02/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"L.G Sch, Alo",006,27/18/02/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"St Peters Pry Sch, Oriyanrin",007,27/18/02/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"Demolu Quarters, Oni",008,27/18/02/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"Maternity Centre, Oni",009,27/18/02/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"Open Space Opp, Balogun Bello'S House",010,27/18/02/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,Open Space Opp. Awonuga'S House,011,27/18/02/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Oni,02,"L.G School Malofe, Oni",012,27/18/02/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Tebuwo Square,001,27/18/03/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,"St. Mich. Pry School, Ibiade",002,27/18/03/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Toso Square,003,27/18/03/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Togbunri Square,004,27/18/03/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Tayoku Square,005,27/18/03/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Tipetu Square,006,27/18/03/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,"L.G. School, Ibiade I",007,27/18/03/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,"L.G. School, Ibiade Ii",008,27/18/03/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Araromi Quarters,009,27/18/03/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,L.G. School Farm Settlement,010,27/18/03/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,(Open Space) Zion Ibiade,011,27/18/03/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,Open Space Opp. Odulaja'S House,012,27/18/03/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Ibiade,03,"Health Centre, Ibiade (Gen. Hospital Road)",013,27/18/03/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,L.G. School Lukogbe  I,001,27/18/04/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,L.G. School Lukogbe  Ii,002,27/18/04/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Itun Melekun Lokula,003,27/18/04/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,L.G. School Ilusin  I,004,27/18/04/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,L.G. School Ilusin  Ii,005,27/18/04/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Ilusin Zion,006,27/18/04/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,F.S.P. Market Agbure,007,27/18/04/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,L.G. School Arafin,008,27/18/04/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Labour Camp,009,27/18/04/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,St. John'S Pry. Sch. Agodo,010,27/18/04/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Labour Camp  I,011,27/18/04/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Labour Camp  Ii,012,27/18/04/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Labour Camp  Iii,013,27/18/04/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Apatal Oduni Junction,014,27/18/04/014,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,Bagbe Camp,015,27/18/04/015,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ogun Water Side,18,Lukogbe/Ilusin,04,"Health Centre, Agbure",016,27/18/04/016,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
